Geneid	Chr	Start	End	Strand	Length	Bas.1	Bas.2	Bas.3	Ferro.3	Gad.1	Gad.2	Gad.3	LaCl.1	LaCl.2	LaCl.3	LaOx.1	LaOx.2	LaOx.3	LaP.1	LaP.2	LaP.3	Lop.1	Lop.2	Lop.3	MinLaCl.1	MinLaCl.2	MinLaCl.3	Mon.1	Mon.2	Mon.3	Xen.1	Xen.2	Xen.3
RHAL1_00128	RHAL1_chromosome	124599	125729	+	1131	2300	1493	2208	1334	1387	1193	2011	2177	2307	2211	2869	2087	1883	2695	1141	3714	2814	2461	2311	1328	1951	1778	1890	2007	1585	956	1481	1748
RHAL1_00129	RHAL1_chromosome	125742	128285	-	2544	9633	10108	13975	4989	4421	4012	5908	6897	6786	6750	9080	6983	5493	5712	2328	7618	16680	12684	13053	4052	7235	7551	4407	4075	3523	2729	3586	5063
RHAL1_00130	RHAL1_chromosome	128394	129209	-	816	8345	2947	5200	7909	4561	4022	6018	5596	5946	5079	7222	5761	7384	16124	5615	16457	3044	3122	3540	2734	3768	3574	10167	10614	8782	2173	3034	4521
RHAL1_00131	RHAL1_chromosome	129430	130314	+	885	1337	422	648	490	602	625	911	1043	1047	982	1181	1051	1204	2197	942	2521	1305	974	1101	739	1063	892	1523	1589	1333	699	917	1247
RHAL1_00132	RHAL1_chromosome	130311	131156	+	846	1201	419	589	643	571	548	821	1038	1031	994	1339	962	1380	2053	858	2667	1098	894	1018	542	777	749	1308	1354	1112	583	1013	1395
RHAL1_00133	RHAL1_chromosome	131158	132084	+	927	1095	347	582	543	575	587	826	1193	1036	1054	1417	998	1010	1298	486	1889	834	928	843	490	696	640	1007	860	736	318	477	687
RHAL1_00134	RHAL1_chromosome	132026	132388	+	363	4040	2048	4114	3111	1810	1571	2567	12384	11741	9286	11733	9445	5471	7054	2609	9724	9664	8362	8503	6871	7512	9168	5934	5372	6940	4741	6462	10369
RHAL1_00135	RHAL1_chromosome	132525	134528	+	2004	13560	5059	6656	18290	7597	6682	10527	12684	12735	11580	13613	11587	15229	19795	7044	27084	10890	9888	10659	5224	7962	8269	11046	12415	10750	6913	9874	14036
RHAL1_00136	RHAL1_chromosome	134706	135368	+	663	1264	270	415	1170	644	710	927	1354	892	1064	1596	1299	1220	1141	461	1669	894	908	920	419	602	546	979	827	757	395	508	658
RHAL1_00137	RHAL1_chromosome	135315	136463	-	1149	20310	8565	10631	31455	12724	11706	20090	13003	15700	12773	15368	13204	17402	38754	14464	41088	12418	12899	12602	7696	12675	10434	20680	23547	22269	15609	28791	41859
RHAL1_00138	RHAL1_chromosome	136800	139478	+	2679	10708	3194	5577	8051	6284	6666	9722	8854	9167	9008	13517	10498	11681	27031	9548	30945	6025	6048	6228	7047	9012	7776	18565	20460	16398	5983	9799	14430
RHAL1_00139	RHAL1_chromosome	139770	140978	-	1209	1186	414	698	1009	1084	1181	1444	1619	1636	1586	1842	1590	1607	2254	851	2710	1417	1345	1345	891	1270	1226	1560	1546	1322	1483	1880	2521
RHAL1_00140	RHAL1_chromosome	140975	141913	-	939	608	247	414	490	564	797	762	946	1029	877	991	880	787	706	287	893	875	689	687	508	853	730	581	524	508	636	754	1106
RHAL1_00141	RHAL1_chromosome	141976	145731	-	3756	3161	1199	1743	2404	4490	5263	4367	3897	3966	3440	4482	3548	3555	4136	1608	4889	3558	3220	3221	2095	3095	2878	3256	3205	2681	2899	3744	5028
RHAL1_00142	RHAL1_chromosome	145857	146666	-	810	2671	2004	3218	3736	1937	1830	2645	2652	2387	2097	2939	2648	1793	2549	933	2961	2646	2384	2100	1343	1711	2164	1361	1402	1356	1829	2786	3552
RHAL1_00143	RHAL1_chromosome	146681	148717	-	2037	17509	13537	20389	21135	12079	10990	16585	18785	18221	13849	20680	18230	11918	15069	5851	17151	18580	16447	14485	8730	11509	13675	9224	9357	9460	9950	15234	21482
RHAL1_00144	RHAL1_chromosome	148816	150306	+	1491	12759	7654	9190	29979	6853	5180	10368	14643	17737	15564	13019	11004	11736	15609	6273	21009	11765	11601	11502	4548	6963	6801	7147	7267	6998	10875	13637	20404
RHAL1_00145	RHAL1_chromosome	150450	152471	+	2022	14994	6361	9330	23612	9825	8883	13668	13431	14914	13421	13834	11042	14654	22401	8826	27032	10048	9497	9890	5198	7841	8099	12015	12418	10325	7371	10241	14141
RHAL1_00146	RHAL1_chromosome	152481	153179	-	699	1438	773	751	1136	924	987	1422	1046	999	958	1299	877	1176	1842	730	2416	1294	1218	1259	589	1007	820	1487	1337	1148	576	662	1056
RHAL1_00147	RHAL1_chromosome	153179	153907	-	729	5133	3729	5002	1783	2411	1991	2574	3528	3237	3170	3984	3104	2957	3592	1275	3850	5011	4653	4979	2156	3739	3303	2504	2487	2596	1624	1773	2715
RHAL1_00148	RHAL1_chromosome	154024	154923	+	900	15275	17459	21260	11409	7539	6480	10664	13949	13478	11765	15408	12914	9332	8554	3439	12750	22364	20178	18306	7249	12488	11722	6665	6450	5685	5818	8275	11881
RHAL1_00149	RHAL1_chromosome	155079	155738	+	660	10696	4032	7752	7402	6853	9025	10565	7612	9557	7720	14144	9189	9888	33938	12150	31623	5091	5231	4752	10741	15614	9318	24677	26399	20469	3634	6765	8969
RHAL1_00150	RHAL1_chromosome	155903	156376	+	474	2325	824	1760	715	1437	1332	1869	2197	2109	1977	2865	2143	1662	3220	1266	4486	2791	2622	2072	1759	2469	2177	2553	2299	1992	742	855	1135
RHAL1_00151	RHAL1_chromosome	156384	157826	-	1443	4376	2614	3380	2241	2112	1839	2700	3599	3727	2698	3526	3007	2061	4313	1478	5195	4123	3717	4350	2314	3260	2798	3225	3067	2973	2236	2968	3907
RHAL1_00152	RHAL1_chromosome	158087	158977	-	891	2401	2408	3142	1220	1569	1395	1967	3373	3291	2984	3634	2806	1882	1283	549	2266	4941	3971	3993	1757	2612	2383	1242	950	935	860	1189	1522
RHAL1_00153	RHAL1_chromosome	159090	161510	-	2421	11904	5003	8075	7243	4542	3946	6905	10999	12747	10198	12811	11284	9788	92777	30689	118886	14932	12471	14617	6620	8708	8264	37054	40310	37717	25231	34741	48323
RHAL1_00154	RHAL1_chromosome	161859	162581	+	723	795	468	654	371	372	457	596	747	736	718	967	812	663	1175	422	1793	1351	1021	1033	460	756	680	720	715	741	598	621	868
RHAL1_00155	RHAL1_chromosome	162648	162920	+	273	19158	21702	26788	9279	9206	7046	11642	15674	17207	16507	16454	14406	13040	7787	2929	15314	25213	23057	20273	7836	12335	12078	5571	4876	5076	5097	6629	9105
RHAL1_00156	RHAL1_chromosome	162926	163384	+	459	10616	12759	14221	11200	5917	4991	8026	11697	11346	10520	12048	10625	7600	4758	2034	7725	15055	13285	12841	4311	7335	7084	4108	3747	3663	4142	5968	7417
RHAL1_00157	RHAL1_chromosome	163514	164308	+	795	22695	24052	29216	24152	12821	11958	19362	24153	23524	20110	27526	23672	16269	19020	7654	25633	30405	27350	24823	10959	16275	17676	11608	11297	10768	16347	22917	30948
RHAL1_00158	RHAL1_chromosome	164348	165040	+	693	5157	4270	6439	5139	3114	2801	4579	4654	4016	3799	4929	4114	3100	3424	1381	4339	7710	6021	6080	2368	3834	3790	1930	1984	1851	2762	4180	4881
RHAL1_00159	RHAL1_chromosome	165241	166356	+	1116	4662	1889	2571	6490	2787	2530	4617	4036	3767	3512	4399	3711	5294	9670	3572	12788	4058	3877	3784	2281	3540	3169	5109	5747	5729	4356	6287	10117
RHAL1_00160	RHAL1_chromosome	166353	167246	-	894	4662	2384	3109	3617	2724	2266	3517	4174	4135	3532	4542	4094	4232	5546	1917	6878	4525	4044	4167	2644	3600	3263	3895	4272	3684	2331	3502	5465
RHAL1_00161	RHAL1_chromosome	167269	168009	-	741	3724	1619	2255	2376	2292	2080	3419	4040	3910	3229	4107	3438	2997	4437	1766	5557	3712	3281	3250	2309	3447	2635	3059	3379	3142	1645	2558	3832
RHAL1_00162	RHAL1_chromosome	167955	168248	-	294	2832	1455	1767	1871	1745	1538	2154	2431	2280	2061	2579	2120	1831	2505	897	3218	3219	3198	3224	1993	3041	2367	1786	1967	1743	1199	1591	2593
RHAL1_00163	RHAL1_chromosome	168464	168988	-	525	9403	1482	2131	2712	6036	3950	6966	3741	3915	4029	4896	3796	6692	6897	2631	8448	3036	3732	3923	1824	2901	2850	5058	4407	3652	1331	2047	2905
RHAL1_00164	RHAL1_chromosome	169013	169510	+	498	839	435	605	1497	496	434	672	923	853	778	1101	990	738	1212	465	1406	804	706	742	450	588	688	743	912	801	780	1066	1398
RHAL1_00165	RHAL1_chromosome	169524	170753	-	1230	2555	1358	2067	3533	1421	1275	2159	2770	2758	2034	3070	2547	2527	2964	1125	3318	2756	2665	2483	1181	1726	1861	1915	2017	1709	1017	1602	2348
RHAL1_00166	RHAL1_chromosome	170753	171535	-	783	835	534	709	655	415	355	480	820	733	667	872	727	582	1015	383	1160	1259	1016	1004	399	678	643	651	642	589	452	539	851
RHAL1_00167	RHAL1_chromosome	171532	172854	-	1323	1991	1121	1686	1724	1102	1086	1555	2194	1913	1598	2433	1892	1728	2200	873	2940	2898	2815	2923	1122	1782	2138	1645	1688	1499	1068	1458	1999
RHAL1_00168	RHAL1_chromosome	173003	173884	+	882	4426	3160	4521	2945	2759	2442	3793	4924	4179	3416	4608	4148	3244	3911	1737	5521	7396	6056	6668	2643	4499	4195	3417	3001	2869	1907	2706	3877
RHAL1_00169	RHAL1_chromosome	173881	174708	+	828	3849	3332	4488	3867	1892	1901	3009	3366	3410	2896	4107	3254	2615	3377	1274	3827	4984	4067	4470	1591	2817	2727	2478	2598	2035	1270	2315	2879
RHAL1_00170	RHAL1_chromosome	174705	175733	+	1029	3190	2436	3615	3644	1431	1365	2184	2299	2274	2122	3156	2367	2208	2289	871	3126	3464	3069	2954	972	1585	1785	1599	1659	1435	1316	2066	3057
RHAL1_00171	RHAL1_chromosome	175890	176306	+	417	432	232	362	240	162	153	288	278	208	171	377	261	308	530	177	638	585	513	499	213	296	269	355	297	308	172	211	357
RHAL1_00172	RHAL1_chromosome	176765	177574	+	810	1942	835	1048	1477	2040	1937	2788	1881	1959	1925	2178	1671	2375	3245	1326	4160	2045	1660	1724	1364	1864	1418	2283	2175	1823	941	1472	1917
RHAL1_00173	RHAL1_chromosome	177643	179088	+	1446	9459	6147	9679	9107	9173	8276	13249	20546	25728	18065	19541	15466	11669	7848	3406	11132	14889	13460	12303	9377	13207	13083	6038	4817	5237	4090	6724	9761
RHAL1_00174	RHAL1_chromosome	179104	180372	+	1269	3591	2293	2833	2507	2840	2852	4483	4685	4612	4208	5344	3963	3405	4805	2073	5773	5130	4580	4066	2355	3642	3606	3003	3100	2888	1836	2616	3903
RHAL1_00175	RHAL1_chromosome	180369	180824	+	456	637	435	603	453	492	461	729	1137	1083	751	1014	858	721	826	401	1129	1045	724	739	559	813	706	662	652	575	342	478	639
RHAL1_00176	RHAL1_chromosome	180821	181093	+	273	534	427	614	860	345	267	584	593	652	536	619	517	451	700	299	938	770	593	635	295	400	478	454	581	454	576	852	1195
RHAL1_00177	RHAL1_chromosome	181257	182141	+	885	35697	29282	42385	16507	18748	16760	22789	47687	45576	32389	34884	30039	21578	13192	5249	18112	38238	37081	39139	23045	37519	30925	11867	10505	11744	7318	10341	14477
RHAL1_00178	RHAL1_chromosome	182165	182326	+	162	4050	3924	5642	9353	3135	2923	4496	4153	4567	3887	4887	4312	2803	2278	946	2676	3907	3981	3772	2436	3725	3254	2098	2354	2452	1333	2426	3158
RHAL1_00179	RHAL1_chromosome	182443	185460	+	3018	34132	27329	40072	37405	23082	23392	33350	36598	39450	32235	44552	34707	29690	48867	16758	57193	31592	29104	27115	23218	33610	28175	36821	35749	31441	14240	21796	30396
RHAL1_00180	RHAL1_chromosome	185517	186782	+	1266	9159	6789	10420	9428	6769	7023	9585	12142	13752	10889	16733	12733	10639	18115	5906	20766	8398	7920	7784	9129	12644	9638	15365	14582	12755	4305	6782	9063
RHAL1_00181	RHAL1_chromosome	186961	188358	+	1398	8602	5559	7993	8558	5635	5432	7817	8840	9882	7929	11404	8721	7404	7651	2849	9661	4636	4476	4698	3953	5748	4595	6339	5928	5374	2337	3715	5308
RHAL1_00182	RHAL1_chromosome	188422	189000	+	579	2321	1498	1850	2910	1183	1169	1772	1798	2025	1553	2109	1645	1491	1956	726	2330	1646	1520	1559	859	1222	1117	1373	1295	1284	1066	1577	2311
RHAL1_00183	RHAL1_chromosome	189004	191037	-	2034	6702	3691	4487	7656	4403	3893	6471	7517	7827	6861	6806	5322	5516	6235	2586	8986	6653	6223	6285	3135	4603	4180	4373	4331	3626	2554	3633	5083
RHAL1_00184	RHAL1_chromosome	191242	191841	+	600	20462	14400	19028	43163	20753	16017	27125	43121	57489	45486	39985	34106	40968	34265	11616	54755	31275	27031	25434	28016	35434	22595	22661	18965	18257	4067	6147	6960
RHAL1_00185	RHAL1_chromosome	191851	193815	-	1965	8832	3655	6489	17741	7615	6864	10217	10806	12301	10681	14586	11534	10367	20900	7200	26809	8900	7276	6603	11557	11896	10180	18103	18266	17267	5536	8200	11122
RHAL1_00186	RHAL1_chromosome	193924	194589	-	666	2046	1700	3286	2545	1224	906	1562	2514	2833	2675	2889	2580	1786	2221	885	3142	3270	2900	2523	1603	2094	2457	1636	1850	1877	1651	2077	3093
RHAL1_00187	RHAL1_chromosome	195057	195701	-	645	2405	1802	2566	3381	2403	2090	3508	3944	3731	3301	4797	3694	2655	2621	1228	3306	4283	3613	3013	2390	3216	3239	1865	1905	1612	1503	2332	3212
RHAL1_00188	RHAL1_chromosome	195701	196276	-	576	910	585	830	986	579	509	921	1112	1107	947	1341	1052	870	1423	448	1637	1262	1104	1221	630	964	905	1049	938	816	684	928	1377
RHAL1_00189	RHAL1_chromosome	196340	196759	+	420	1403	668	1067	2711	1059	1018	1627	1895	1466	1311	1773	1286	1384	3004	1275	3412	1573	1523	1731	820	1531	1507	1719	1979	1837	1839	2702	4126
RHAL1_00190	RHAL1_chromosome	196902	197135	+	234	1020	623	1176	4477	1282	1008	1937	1302	1343	1359	1504	1307	1050	1981	713	2529	1631	1487	1416	809	1181	1174	1031	1322	1608	2238	2906	4213
RHAL1_00191	RHAL1_chromosome	197148	198482	-	1335	1891	1038	1511	32960	8098	6518	14637	1786	1776	1552	2023	1764	1384	2654	1003	2997	2064	2145	1980	1139	1539	1658	2245	2363	2261	1368	1938	2678
RHAL1_00192	RHAL1_chromosome	198494	198781	-	288	65	40	42	2689	739	629	1673	41	42	46	98	41	68	107	68	147	101	68	57	35	66	33	90	73	59	85	46	72
RHAL1_00193	RHAL1_chromosome	198781	199752	-	972	150	61	72	4511	1835	1667	3563	80	121	112	127	71	94	113	72	182	138	178	183	63	87	101	79	103	93	49	161	122
RHAL1_00194	RHAL1_chromosome	199749	200294	-	546	63	31	35	3058	1082	1025	1989	106	71	63	70	58	49	95	79	135	132	91	70	37	53	45	56	36	84	41	55	135
RHAL1_00195	RHAL1_chromosome	200291	201481	-	1191	296	93	143	6542	2979	2451	4946	194	157	160	239	186	137	293	104	355	211	228	237	120	180	140	208	143	183	152	212	258
RHAL1_00196	RHAL1_chromosome	201492	202505	-	1014	423	164	324	7091	4103	3543	6341	353	391	430	451	398	259	497	212	557	530	432	448	341	481	391	342	384	323	234	283	423
RHAL1_00197	RHAL1_chromosome	202584	203066	-	483	1029	136	265	35286	17305	16530	28742	198	180	136	250	240	154	252	96	238	244	268	325	125	129	230	164	183	192	159	315	403
RHAL1_00198	RHAL1_chromosome	203388	204770	+	1383	913	221	338	746	765	789	1051	621	572	411	879	695	656	1089	532	1558	794	839	810	356	498	631	955	1059	890	586	894	1508
RHAL1_00199	RHAL1_chromosome	204771	205439	-	669	227	43	134	281	255	226	264	213	201	195	270	223	134	255	87	318	183	209	252	145	201	162	215	227	117	93	157	174
RHAL1_00200	RHAL1_chromosome	205436	206563	-	1128	331	290	387	606	277	237	415	524	508	362	453	392	313	450	172	681	536	441	363	299	406	417	331	301	291	285	408	607
RHAL1_00201	RHAL1_chromosome	207232	208158	+	927	283	99	159	446	280	194	375	341	270	270	425	296	331	489	184	676	358	314	281	178	229	211	243	318	228	229	234	363
RHAL1_00202	RHAL1_chromosome	208171	209229	+	1059	486	162	275	662	294	280	471	445	410	389	445	288	285	734	267	940	712	517	478	348	408	410	457	427	411	321	356	599
RHAL1_00203	RHAL1_chromosome	209245	210600	+	1356	279	171	226	501	277	240	320	332	323	264	360	296	316	428	158	513	453	388	321	205	268	259	269	256	171	216	206	384
RHAL1_00204	RHAL1_chromosome	210665	212002	+	1338	3499	2231	2590	7117	3438	2670	4526	8249	9661	7982	7317	6462	4368	4509	1708	8198	5353	4848	4854	2960	4248	4081	3187	2806	3428	4273	5150	6369
RHAL1_00205	RHAL1_chromosome	212027	213505	+	1479	486	215	334	1103	500	392	637	454	466	393	465	429	386	442	210	713	599	507	466	264	302	314	329	260	276	387	491	861
RHAL1_00206	RHAL1_chromosome	213502	216201	+	2700	8668	5229	6183	19552	7980	6358	10417	16831	17485	13456	13537	12473	7854	5827	2176	8536	14528	12928	12534	6163	8992	8716	4118	3566	3821	3491	4722	6474
RHAL1_00207	RHAL1_chromosome	216222	217631	+	1410	1977	1860	1864	7215	2174	2051	3659	3186	2714	2302	2800	2390	1675	1304	558	1989	3630	3368	2836	925	1353	1294	839	715	634	1083	1497	2195
RHAL1_00208	RHAL1_chromosome	217646	218779	+	1134	1076	855	1010	2205	1133	1014	1657	1094	925	843	1025	994	582	698	179	1089	1850	1579	1459	428	589	734	358	301	291	557	702	977
RHAL1_00209	RHAL1_chromosome	218749	219729	-	981	326	271	336	759	207	242	397	327	268	211	332	273	237	539	197	641	388	332	328	115	249	190	270	252	249	231	326	507
RHAL1_00210	RHAL1_chromosome	219726	221528	-	1803	320	232	311	312	254	218	379	328	300	223	437	345	261	597	241	792	447	485	465	208	331	321	308	353	359	478	474	801
RHAL1_00211	RHAL1_chromosome	221535	221996	-	462	39	50	31	102	31	35	65	77	40	34	66	66	35	104	87	187	91	97	55	23	54	48	63	68	64	92	131	117
RHAL1_00212	RHAL1_chromosome	221996	222802	-	807	267	124	195	223	196	152	212	246	225	195	234	209	199	469	209	525	291	345	288	89	243	175	293	192	302	214	325	520
RHAL1_00213	RHAL1_chromosome	222815	224257	-	1443	407	187	237	449	393	307	562	477	415	334	554	349	346	1215	568	1463	404	455	406	302	493	436	672	740	759	596	789	1329
RHAL1_00214	RHAL1_chromosome	224268	225758	-	1491	1277	464	612	1614	1171	1166	1571	1425	1531	1296	1425	1244	1188	3622	1482	4275	1337	1161	1161	916	1187	1038	2072	2048	2454	2040	3027	4592
RHAL1_00215	RHAL1_chromosome	225760	226269	-	510	513	146	256	1130	399	381	675	528	832	466	454	478	523	2194	941	2350	291	352	273	345	545	405	1053	1137	1379	1186	2651	3854
RHAL1_00216	RHAL1_chromosome	226311	227462	-	1152	723	219	379	717	416	490	687	852	666	612	787	699	534	3297	1411	3600	903	761	734	421	720	705	1726	2245	2238	2785	4541	6227
RHAL1_00217	RHAL1_chromosome	227716	230463	+	2748	2429	914	1225	3285	1919	1500	2701	4077	4576	3191	3202	2575	1905	5876	2280	7866	2563	2049	2170	1994	2659	2231	3468	2722	3648	3720	5462	7411
RHAL1_00218	RHAL1_chromosome	230493	230969	+	477	10324	9618	13404	10811	6742	6605	10334	13839	14741	11120	16588	14003	7416	16174	6336	18054	14746	12452	10500	8118	10667	11175	9962	10177	11583	8639	13070	19662
RHAL1_00219	RHAL1_chromosome	231063	231464	-	402	25815	32064	43159	29128	18102	16677	25237	31936	39781	33978	48603	40852	18410	12042	5669	14149	31905	26898	22729	14477	18437	21381	8469	7232	9046	7245	12518	16962
RHAL1_00220	RHAL1_chromosome	232100	232228	+	129	27293	27448	32487	47733	22681	18519	31762	58790	84156	63691	71009	59486	38392	27535	11850	39261	43286	36283	29125	22255	27862	32519	19371	14261	17717	9407	19712	27069
RHAL1_00221	RHAL1_chromosome	232481	232657	-	177	7330	6150	7258	9133	5286	4068	6225	10950	13021	11985	12091	9847	6141	5029	2338	6641	8774	7145	6621	4153	5165	5447	3155	2338	2864	2227	3699	5044
RHAL1_00222	RHAL1_chromosome	232821	233702	+	882	1553	1069	1323	1858	1062	938	1583	1146	1193	1083	1376	1078	726	1211	535	1750	1379	1093	1111	505	693	840	801	885	771	946	1210	1615
RHAL1_00223	RHAL1_chromosome	233721	234953	-	1233	5644	3037	3881	22499	4750	4392	6934	5191	4322	3970	5836	5059	4343	3905	1416	5036	5718	6131	6225	2741	4295	3713	2385	2424	2703	2924	4572	6077
RHAL1_00224	RHAL1_chromosome	235037	236335	-	1299	4379	1570	2136	4389	3093	2150	4307	2016	1967	1747	2356	1911	1657	3820	1565	4581	3117	2517	2894	1023	1581	1537	1626	1700	1653	1774	2448	3700
RHAL1_00225	RHAL1_chromosome	236440	237396	+	957	8138	7086	10670	7391	3598	3433	5349	7390	6808	5327	8193	6717	5123	9663	4112	10006	10230	9054	9439	4123	6918	6875	6475	7634	6515	5493	8807	12852
RHAL1_00226	RHAL1_chromosome	237442	240264	+	2823	10689	6193	8887	11593	5928	5314	8598	9126	9293	8450	10550	9172	9860	17458	6503	20629	8576	7974	7902	4717	6869	6352	9627	10871	9914	7695	12402	17398
RHAL1_00227	RHAL1_chromosome	240415	241431	+	1017	1136	626	763	1926	695	606	1092	1017	860	827	1170	960	711	1560	690	1922	1028	1145	1047	516	702	794	1018	1104	1069	1067	1426	2205
RHAL1_00228	RHAL1_chromosome	241494	242279	+	786	1180	622	770	1004	759	691	975	782	619	460	839	590	532	898	398	1309	1175	986	1138	364	753	688	712	592	557	462	539	846
RHAL1_00229	RHAL1_chromosome	242292	242510	-	219	929	795	1179	884	749	587	951	1100	831	1056	1700	1316	742	639	273	963	2351	2316	1926	596	1116	1018	460	383	387	386	527	879
RHAL1_00230	RHAL1_chromosome	242674	243606	+	933	1149	534	653	2519	908	823	1340	876	935	729	1066	883	719	1280	487	1495	764	640	670	606	834	602	794	723	748	971	1329	1815
RHAL1_00231	RHAL1_chromosome	243614	243922	-	309	2527	1746	3266	12208	2351	2407	3340	2868	3349	2722	3209	2798	2011	2560	1054	3393	2204	2142	1795	1662	2229	1969	1769	1591	1855	4896	8402	11738
RHAL1_00232	RHAL1_chromosome	243960	244418	-	459	14700	9360	13701	36267	12860	11106	16750	29534	29341	27835	32529	29288	15881	16018	6203	26506	23070	20963	19868	15008	16900	19255	10686	8548	9793	18975	24927	35951
RHAL1_00233	RHAL1_chromosome	244524	245600	-	1077	6341	5256	6932	5636	3072	2934	4558	5171	3925	3780	5380	4385	2930	3382	1284	4115	10271	9522	8620	2746	4852	4993	2069	2189	2035	2385	3943	5445
RHAL1_00234	RHAL1_chromosome	245735	248467	+	2733	3945	1708	2019	3760	2754	2869	4023	2967	2764	2487	3410	2793	2736	3373	1449	4070	3382	3106	3299	1608	2335	2194	2548	2214	2120	1593	2339	3446
RHAL1_00235	RHAL1_chromosome	248487	249356	-	870	1435	482	784	1201	940	1062	1519	1176	870	819	1304	1050	1239	1867	726	2287	1128	996	942	625	967	785	1329	1518	1170	644	891	1172
RHAL1_00236	RHAL1_chromosome	249362	249961	-	600	3683	1237	2138	2609	2373	2633	3817	2891	3154	2806	3895	3066	3061	6060	2505	6221	2210	2068	2080	1946	2501	2098	4231	5214	3948	2097	3317	4381
RHAL1_00237	RHAL1_chromosome	250070	250636	-	567	7170	2555	4927	3542	3841	4585	6068	3729	4205	3594	6152	4638	5003	11056	3747	11160	2436	2892	2547	3387	4991	3571	8587	7993	7389	1776	3507	5086
RHAL1_00238	RHAL1_chromosome	250770	251015	-	246	1246	785	1481	1348	584	525	767	981	832	709	1124	975	1015	1506	530	1592	573	653	610	398	554	446	824	941	873	626	1121	1546
RHAL1_00239	RHAL1_chromosome	251012	252484	-	1473	11585	13720	21022	8907	4789	4715	6758	5765	4781	4917	6788	6347	4413	6530	2453	7220	7993	7026	6185	2333	3420	4020	3604	4221	3817	7189	10218	14707
RHAL1_00240	RHAL1_chromosome	252539	252697	-	159	12373	20162	41105	16928	5494	4769	7653	6845	6737	8564	9865	9221	4776	4315	1712	5193	12939	11762	8591	3232	4314	6180	2074	2480	2850	11898	19998	27130
RHAL1_00241	RHAL1_chromosome	252775	253392	-	618	769	320	622	954	515	558	884	929	833	930	1254	824	940	1819	686	1950	1141	940	889	505	691	770	1055	1140	1108	688	1222	1711
RHAL1_00242	RHAL1_chromosome	253536	255152	+	1617	7784	4508	6124	6887	4238	3871	6205	8688	9151	7863	9736	8609	6615	9367	3931	10469	7933	7200	6849	5500	7130	6745	6281	6635	6162	4467	7133	10379
RHAL1_00243	RHAL1_chromosome	255204	256412	-	1209	12201	11266	16120	10443	11786	11176	15816	17358	15866	11572	20252	16047	9183	8488	3503	10442	21186	18032	18011	9418	15199	12593	9252	8033	7204	4224	6677	9456
